EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,Date_of_Joining,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,Onboarding_Status,Attrition
EMP09615,45,Female,Operations,Stocker,Bachelor's Degree,2131.73,66,517,6811,2018-06-23,Yes,7.9,1,5,0,1,4,3,3,2,Completed,No
EMP09616,34,Male,Operations,Sales Associate,High School,3020.44,10,80,13426,2015-01-30,Yes,11.3,2,0,5,3,,1,2,3,Completed,No
EMP09617,30,Male,Operations,Cashier,High School,2572.32,47,312,15994,2018-12-22,No,7.4,5,1,1,2,4,2,4,4,Pending,No
EMP09618,39,Female,Operations,Cashier,High School,2484.66,35,284,7582,2020-04-30,No,6.1,5,2,1,3,1,3,1,3,In Progress,Yes
EMP09619,33,Female,Specialist,Logistics Coordinator,Bachelor's Degree,4043.19,84,659,21267,2017-01-12,No,9.4,7,1,9,3,4,3,1,3,Completed,No
EMP09620,37,Female,Operations,Cashier,Bachelor's Degree,2463.1,39,288,13151,2024-11-16,No,1.5,0,1,0,4,4,1,2,3,Completed,No
EMP09621,25,Male,Finance,Accountant,High School,4383.87,46,368,17143,2018-03-16,No,8.2,4,2,5,3,2,3,2,3,Completed,No
EMP09622,18,Male,Operations,Cashier,High School,2225.38,59,495,14773,2023-10-05,No,2.7,1,2,1,1,4,3,3,3,Completed,No
EMP09623,18,Male,Operations,Cashier,Bachelor's Degree,2409.14,50,422,12751,2023-09-15,No,2.7,2,1,1,3,3,3,3,3,Completed,No
EMP09624,19,Female,Operations,Assistant Store Manager,High School,5273.38,81,626,9236,2022-02-20,No,4.3,2,0,4,3,2,3,2,4,Pending,Yes
EMP09625,23,Male,Specialist,Customer Service Representative,Bachelor's Degree,2779.34,38,235,22223,2018-10-19,Yes,7.6,2,4,5,4,4,3,3,3,Completed,No
EMP09626,28,Male,Operations,Cashier,Associate's Degree,2434.19,79,615,16090,2020-11-12,Yes,5.5,5,3,0,3,3,4,2,2,In Progress,No
EMP09627,34,Male,Specialist,Warehouse Associate,Bachelor's Degree,3533.35,30,160,5762,2021-07-30,No,4.8,3,1,1,3,3,3,2,3,Completed,No
EMP09628,38,Female,Operations,Cashier,Bachelor's Degree,2646.65,53,455,10759,2020-08-07,No,5.8,0,1,2,4,4,3,3,3,In Progress,No
EMP09629,39,Male,Specialist,Warehouse Associate,High School,2650.54,83,671,23814,2018-05-17,Yes,8.0,7,8,7,2,1,3,2,4,Completed,No
EMP09630,22,Male,Operations,Cashier,Bachelor's Degree,2480.38,100,800,9099,2023-05-10,No,3.1,1,3,3,4,3,4,3,3,Completed,No
EMP09631,52,Female,Operations,Sales Associate,Bachelor's Degree,3231.94,48,353,10137,2024-04-21,Yes,2.1,2,1,1,4,4,3,2,3,Completed,No
EMP09632,32,Male,Operations,Stocker,High School,2597.91,56,479,18563,2024-12-22,No,1.4,0,0,1,3,3,3,2,4,Completed,Yes
EMP09633,28,Female,Operations,Stocker,Bachelor's Degree,2933.16,79,629,12125,2016-01-27,No,10.3,0,2,10,3,4,3,3,3,Completed,No
EMP09634,33,Male,Operations,Cashier,High School,2046.26,24,202,17073,2021-09-10,No,4.7,4,2,4,2,2,2,2,3,Completed,Yes
EMP09635,36,Female,Finance,Accountant,Bachelor's Degree,5399.49,52,434,8645,2019-06-18,Yes,6.9,6,5,1,4,3,1,2,3,In Progress,No
EMP09636,37,Female,Operations,Sales Associate,Associate's Degree,3012.48,40,246,18166,2022-01-21,Yes,4.4,2,0,0,,3,3,1,3,Completed,Yes
EMP09637,28,Male,Operations,Sales Associate,Associate's Degree,3320.68,71,566,12765,2017-12-26,No,8.4,4,7,8,4,3,3,2,2,Completed,No
EMP09638,49,Male,Finance,Financial Analyst,Bachelor's Degree,5281.99,40,308,13779,2018-09-25,No,7.7,1,3,2,1,3,2,2,3,Completed,No
EMP09639,18,Female,Operations,Sales Associate,Master's Degree,3487.07,56,470,9243,2017-03-25,No,9.2,3,3,2,4,3,2,3,3,Completed,No
EMP09640,38,Female,Operations,Sales Associate,Bachelor's Degree,3038.02,80,602,15806,2020-04-15,Yes,6.1,5,0,4,4,4,1,3,3,Completed,No
EMP09641,41,Male,Finance,Accountant,Associate's Degree,5259.99,63,495,13109,2018-07-26,No,7.8,3,7,0,3,4,3,2,3,Completed,No
EMP09642,33,Female,Operations,Sales Associate,Associate's Degree,2971.47,38,285,16677,2020-06-21,No,5.9,2,3,0,3,3,2,2,2,Completed,No
EMP09643,24,Female,Operations,Cashier,Bachelor's Degree,2663.79,24,155,8038,2017-04-03,No,9.2,6,3,5,2,3,3,1,4,Completed,No
EMP09644,34,Female,Executive,District Manager,Bachelor's Degree,9852.3,38,344,15030,2021-10-04,No,4.7,3,4,3,3,3,2,3,3,Completed,No
EMP09645,43,Male,Operations,Cashier,High School,2517.76,78,641,20945,2024-02-24,No,2.3,2,1,1,3,2,1,2,4,In Progress,Yes
EMP09646,34,Female,Operations,Cashier,High School,2263.8,50,386,5989,2025-04-29,No,1.1,1,0,1,3,3,3,3,3,Completed,No
EMP09647,28,Male,Operations,Sales Associate,Bachelor's Degree,2625.51,39,328,15371,2017-11-13,Yes,8.5,0,4,0,3,3,4,3,2,Completed,No
EMP09648,18,Male,Operations,Sales Associate,High School,3037.46,51,361,6761,2016-07-13,No,9.9,5,2,3,2,3,4,3,3,Completed,No
EMP09649,37,Male,Operations,Sales Associate,Associate's Degree,3086.39,53,459,14590,2024-10-25,Yes,1.6,0,0,1,2,3,1,4,3,In Progress,Yes
EMP09650,18,Male,Specialist,Customer Service Representative,High School,3056.19,46,371,14965,2019-03-29,No,7.2,5,3,6,2,4,3,2,3,In Progress,No
EMP09651,44,Male,Operations,Cashier,Master's Degree,2277.05,31,278,5268,2019-04-02,No,7.2,5,4,7,3,4,1,3,3,Completed,No
EMP09652,26,Male,Operations,Assistant Store Manager,Associate's Degree,5388.64,40,319,10403,2015-10-04,Yes,10.7,4,5,10,3,2,2,2,4,Completed,No
EMP09653,45,Female,Operations,Stocker,Associate's Degree,2483.91,24,169,11405,2015-06-12,Yes,11.0,5,6,11,3,1,3,2,3,In Progress,Yes
EMP09654,43,Female,Operations,Cashier,High School,2341.24,56,415,16564,2025-11-03,No,0.6,0,0,0,3,2,3,1,3,Completed,Yes
EMP09655,33,Male,Operations,Cashier,High School,2256.14,64,573,15882,2021-09-20,No,4.7,1,2,0,2,4,,3,4,Completed,No
EMP09656,31,Female,Operations,Sales Associate,Bachelor's Degree,2849.29,41,289,16107,2021-10-22,No,4.6,3,3,2,3,2,3,3,3,In Progress,No
EMP09657,53,Male,Operations,Sales Associate,Bachelor's Degree,3099.2,33,263,13178,2024-11-28,No,1.5,0,0,0,3,4,1,1,3,Completed,Yes
EMP09658,31,Male,Operations,Sales Associate,Bachelor's Degree,3007.79,50,332,16747,2019-01-21,No,7.4,3,1,2,3,2,3,1,4,In Progress,No
EMP09659,31,Male,Operations,Store Manager,Associate's Degree,7180.42,59,510,15543,2025-10-31,No,0.6,0,0,0,3,3,3,3,2,Completed,No
EMP09660,29,Male,Operations,Sales Associate,High School,2974.68,10,80,13097,2021-01-08,No,5.4,4,0,5,2,3,3,0,3,In Progress,No
EMP09661,26,Male,Operations,Cashier,Master's Degree,2294.69,53,407,10118,2023-11-13,No,2.5,0,0,2,3,2,4,5,3,Completed,No
EMP09662,34,Female,Finance,Financial Analyst,High School,5717.34,47,418,20584,2017-06-21,No,8.9,5,3,0,2,2,3,2,2,Completed,No
EMP09663,32,Male,Operations,Sales Associate,High School,3255.16,38,246,6985,2022-08-24,No,3.8,0,2,3,2,4,4,1,1,Completed,Yes
EMP09664,18,Female,Operations,Store Manager,Bachelor's Degree,7661.06,51,382,21937,2017-09-06,No,8.7,8,2,7,3,3,3,3,2,Completed,No
EMP09665,23,Female,Operations,Cashier,High School,1952.59,10,115,8658,2015-01-22,No,11.4,10,7,6,4,4,4,2,3,In Progress,No
EMP09666,46,Male,Operations,Stocker,Bachelor's Degree,2358.4,67,522,3753,2019-02-10,No,7.3,2,1,7,4,2,4,5,3,In Progress,No
EMP09667,42,Male,Operations,Cashier,High School,2528.11,45,368,21079,2022-08-12,No,3.8,3,2,1,2,3,2,3,3,In Progress,No
EMP09668,57,Female,Operations,Sales Associate,High School,3037.78,53,399,13841,2017-08-29,Yes,8.8,8,6,6,3,4,3,2,1,Completed,No
EMP09669,18,Male,Specialist,Customer Service Representative,Bachelor's Degree,2759.52,56,451,4114,2021-08-09,Yes,4.8,1,2,1,1,3,3,3,3,Completed,Yes
EMP09670,18,Male,Finance,Financial Analyst,High School,6153.62,34,278,18238,2021-02-23,No,5.3,2,4,1,3,,4,2,3,Completed,No
EMP09671,44,Female,Operations,Stocker,High School,2238.52,66,523,12114,2015-12-28,No,10.4,10,2,0,3,2,1,3,3,Completed,No
EMP09672,23,Male,Operations,Cashier,Bachelor's Degree,2371.67,62,484,12087,2022-05-27,Yes,4.0,0,3,2,4,2,3,6,2,Completed,No
EMP09673,42,Male,Operations,Stocker,High School,2608.27,51,346,7944,2022-11-08,No,3.6,2,3,2,2,2,3,3,4,Completed,No
EMP09674,27,Male,Operations,Cashier,Associate's Degree,2357.76,62,479,13179,2021-06-27,No,4.9,0,0,4,4,3,2,5,3,Completed,No
EMP09675,45,Male,Operations,Sales Associate,Bachelor's Degree,2837.23,40,264,12086,2025-05-09,Yes,1.1,1,1,0,4,2,4,3,1,Completed,No
EMP09676,30,Male,Specialist,Customer Service Representative,Associate's Degree,3600,54,444,14253,2017-03-26,No,9.2,5,8,3,4,3,4,1,1,Completed,No
EMP09677,32,Male,Finance,Financial Analyst,PhD,5404.84,68,548,22259,2020-01-21,Yes,6.4,0,0,0,2,4,2,2,3,Completed,No
EMP09678,49,Male,Operations,Sales Associate,Associate's Degree,2730.35,52,391,17054,2024-11-21,No,1.5,1,0,0,4,3,2,6,2,Pending,No
EMP09679,41,Female,Operations,Cashier,Associate's Degree,2008.81,46,345,12890,2016-05-20,No,10.0,4,2,3,2,4,2,2,3,Completed,No
EMP09680,27,Male,Operations,Cashier,Bachelor's Degree,2403.36,32,242,10629,2020-05-16,No,6.0,5,2,1,3,3,1,4,3,In Progress,No
EMP09681,18,Male,Operations,Sales Associate,High School,2922.86,42,328,15933,2018-12-13,No,7.5,1,3,7,4,4,3,3,2,Completed,No
EMP09682,49,Male,Operations,Cashier,Bachelor's Degree,2260.49,53,441,11111,2021-12-26,No,4.4,0,1,2,3,3,4,2,3,Completed,No
EMP09683,32,Female,Operations,Sales Associate,Bachelor's Degree,2579.42,48,369,7752,2023-01-15,No,3.4,2,3,1,3,3,3,2,3,Pending,No
EMP09684,36,Male,Finance,Financial Analyst,Bachelor's Degree,5300.18,47,399,14888,2021-06-17,Yes,5.0,3,3,5,2,3,3,3,3,Completed,No
EMP09685,24,Male,Specialist,Customer Service Representative,Bachelor's Degree,3040.07,10,108,11695,2023-04-05,Yes,3.2,3,3,1,,3,3,2,4,Completed,Yes
EMP09686,32,Male,Finance,Accountant,Bachelor's Degree,4952.04,29,263,10714,2025-10-11,Yes,0.6,0,0,0,4,3,3,1,4,Completed,No
EMP09687,25,Female,Operations,Cashier,Associate's Degree,1968.05,52,407,16697,2016-09-24,Yes,9.7,5,2,8,3,2,3,3,4,Completed,Yes
EMP09688,27,Female,Operations,Store Manager,High School,8380.07,32,232,16962,2024-08-05,Yes,1.8,0,1,0,1,4,3,4,3,Completed,No
EMP09689,18,Male,Finance,Accountant,Bachelor's Degree,5887.72,41,375,15503,2022-08-11,No,3.8,0,0,1,1,4,3,1,3,Completed,No
EMP09690,41,Male,Specialist,Customer Service Representative,Bachelor's Degree,3141.25,61,514,11938,2020-06-29,Yes,5.9,3,4,3,4,3,3,1,2,Completed,No
EMP09691,36,Male,Operations,Stocker,High School,2725.73,44,378,13749,2025-04-26,Yes,1.1,1,0,1,2,3,2,4,2,Completed,No
EMP09692,26,Female,Operations,Sales Associate,Bachelor's Degree,2750.99,76,620,13989,2015-09-27,No,10.7,10,10,8,2,2,3,4,3,Pending,Yes
EMP09693,45,Male,Operations,Stocker,Associate's Degree,2316.04,55,390,11084,2023-02-26,No,3.3,1,3,0,2,1,3,3,3,Completed,No
EMP09694,31,Female,Operations,Sales Associate,Bachelor's Degree,2468.51,57,462,16546,2015-11-04,Yes,10.6,4,3,8,3,4,3,2,2,Completed,No
EMP09695,29,Female,Operations,Sales Associate,Master's Degree,2595.8,74,630,16683,2025-02-16,No,1.3,1,1,0,3,2,3,3,4,Completed,No
EMP09696,23,Male,Operations,Cashier,Bachelor's Degree,2501.11,58,405,10691,2018-05-20,No,8.0,6,3,2,2,4,1,6,3,Completed,No
EMP09697,49,Male,Operations,Cashier,High School,2118.15,57,516,7370,2020-01-18,No,6.4,4,6,2,2,2,2,0,4,In Progress,No
EMP09698,55,Female,Finance,Accountant,Bachelor's Degree,4899.86,33,256,15261,2023-09-12,Yes,2.7,2,0,1,2,3,3,2,3,Pending,No
EMP09699,23,Male,Operations,Store Manager,High School,9004.61,63,522,17808,2023-12-27,No,2.4,0,1,2,2,2,2,3,3,Completed,Yes
EMP09700,23,Female,Operations,Cashier,Associate's Degree,2228.85,59,490,17899,2023-08-17,Yes,2.8,0,2,2,3,2,3,1,4,Completed,Yes
EMP09701,31,Male,Operations,Sales Associate,Associate's Degree,2855.47,32,300,9325,2021-08-09,No,4.8,2,4,2,2,4,2,3,3,Completed,No
EMP09702,41,Female,Operations,Cashier,High School,2523.49,30,286,11477,2017-03-03,No,9.2,7,6,6,1,1,3,3,3,Completed,No
EMP09703,34,Male,Finance,Accountant,Bachelor's Degree,4672.31,23,172,13364,2018-04-02,No,8.2,6,6,5,4,4,4,2,4,Pending,No
EMP09704,32,Female,Operations,Sales Associate,Bachelor's Degree,3027.62,16,111,17810,2018-06-02,No,8.0,5,4,4,4,2,4,3,3,Completed,No
EMP09705,41,Female,Operations,Assistant Store Manager,High School,5261.31,61,489,19239,2016-10-06,Yes,9.6,1,3,0,3,3,2,4,2,Completed,No
EMP09706,36,Female,Finance,Financial Analyst,Associate's Degree,5382.38,28,243,10425,2022-11-10,No,3.6,0,2,3,3,3,1,2,2,In Progress,Yes
EMP09707,31,Female,Specialist,Customer Service Representative,Associate's Degree,2424.52,19,168,25000,2017-05-12,Yes,9.0,0,4,5,1,2,3,2,3,Completed,No
EMP09708,32,Male,Operations,Cashier,Associate's Degree,2788.85,57,454,14474,2019-05-27,No,7.0,4,4,7,3,4,3,3,3,In Progress,No
EMP09709,30,Male,Specialist,Warehouse Associate,High School,3148.62,30,259,15540,2023-04-12,Yes,3.1,3,1,1,3,3,2,2,3,Pending,No
EMP09710,43,Male,Operations,Assistant Store Manager,Associate's Degree,5391.16,58,478,13132,2019-08-18,No,6.8,3,6,5,1,3,2,2,3,Completed,No
EMP09711,33,Male,Operations,Cashier,Bachelor's Degree,2502.72,43,311,15894,2023-12-27,Yes,2.4,1,0,0,4,1,4,0,3,Pending,Yes
EMP09712,33,Female,Operations,Cashier,High School,2430.66,51,404,10769,2019-01-12,No,7.4,3,5,7,4,3,3,2,4,Completed,No
EMP09713,33,Female,Operations,Sales Associate,High School,3396.95,38,296,20220,2022-12-18,No,3.4,3,3,1,3,1,4,2,3,Pending,No
EMP09714,43,Male,Finance,Accountant,High School,6000,22,136,16282,2023-04-08,Yes,3.1,3,1,3,3,2,3,2,3,Completed,No
EMP09715,29,Female,Operations,Stocker,High School,2274.22,84,646,20852,2024-03-05,Yes,2.2,0,2,2,3,1,4,2,4,In Progress,Yes
EMP09716,53,Male,Specialist,Customer Service Representative,Associate's Degree,2811.7,29,229,3437,2024-04-28,No,2.1,2,2,0,3,4,2,3,2,In Progress,No
EMP09717,25,Male,Operations,Sales Associate,High School,3539.83,72,577,8526,2025-11-07,No,0.6,0,0,0,4,4,3,2,3,Completed,No
EMP09718,19,Male,Specialist,Customer Service Representative,Bachelor's Degree,3114.23,27,242,18348,2022-05-30,Yes,4.0,2,2,4,2,3,1,2,3,Completed,Yes
EMP09719,36,Female,Operations,Sales Associate,High School,3236.96,60,458,21745,2021-07-19,Yes,4.9,2,2,2,1,3,2,3,4,Completed,Yes
EMP09720,37,Male,Finance,Accountant,High School,4479.49,52,394,11646,2018-06-28,No,7.9,6,0,3,1,4,3,4,2,Completed,No
EMP09721,29,Female,Executive,Store Manager,Associate's Degree,7728.11,67,555,15273,2016-10-24,Yes,9.6,2,0,4,3,4,2,2,2,Completed,No
EMP09722,65,Male,Operations,Sales Associate,Bachelor's Degree,3139.07,32,196,12543,2017-06-24,Yes,8.9,4,3,0,4,4,3,2,3,Completed,No
EMP09723,38,Female,Finance,Accountant,Bachelor's Degree,5389.95,97,800,13294,2024-07-05,No,1.9,1,0,0,2,3,3,2,2,Completed,No
EMP09724,46,Male,Operations,Cashier,Bachelor's Degree,2441.05,38,312,15757,2016-07-13,No,9.9,0,5,3,4,3,2,3,1,Completed,No
EMP09725,40,Female,Operations,Sales Associate,Associate's Degree,3390.14,34,203,19500,2017-09-16,Yes,8.7,6,2,2,3,3,3,3,2,Completed,Yes
EMP09726,37,Male,Operations,Stocker,Bachelor's Degree,2835.24,47,422,8688,2019-04-20,No,7.1,0,0,2,3,4,2,3,1,Completed,No
EMP09727,24,Male,Specialist,Customer Service Representative,High School,2850.5,10,80,14436,2015-09-27,No,10.7,5,8,2,4,3,3,5,4,Completed,No
EMP09728,35,Female,Operations,Stocker,Master's Degree,2445.71,53,394,2000,2022-04-21,No,4.1,1,0,2,4,4,2,4,1,In Progress,No
EMP09729,39,Male,Operations,Sales Associate,Associate's Degree,2820.2,49,424,12282,2022-07-23,No,3.9,1,3,0,3,3,2,2,4,Completed,No
EMP09730,20,Female,Operations,Sales Associate,Associate's Degree,3055.49,74,626,13599,2020-01-12,Yes,6.4,0,0,4,3,3,4,2,3,Completed,No
EMP09731,18,Male,Operations,Assistant Store Manager,Bachelor's Degree,4993.06,44,349,19134,2024-03-17,No,2.2,0,1,1,4,3,2,4,3,Completed,No
EMP09732,46,Female,Operations,Cashier,High School,2175.53,21,200,12334,2023-05-30,No,3.0,3,3,0,3,4,3,3,3,Pending,No
EMP09733,40,Male,Operations,Cashier,Associate's Degree,2286.57,32,261,11918,2020-10-08,No,5.6,2,0,0,2,4,3,2,4,Completed,No
EMP09734,38,Male,Operations,Sales Associate,High School,3138.23,29,258,11366,2021-12-06,No,4.5,2,3,2,4,2,3,5,3,In Progress,No
EMP09735,31,Female,Operations,Sales Associate,High School,2454.1,40,327,17926,2023-10-01,Yes,2.7,0,1,2,4,1,2,0,1,Completed,Yes
EMP09736,42,Male,Operations,Stocker,Bachelor's Degree,2433.02,33,270,17609,2019-03-25,No,7.2,2,6,1,3,3,3,3,3,Completed,No
EMP09737,20,Male,Operations,Sales Associate,Bachelor's Degree,3344.96,57,443,9418,2024-07-12,Yes,1.9,0,0,1,3,2,2,4,2,Pending,Yes
EMP09738,28,Male,Finance,Accountant,Bachelor's Degree,4574.6,10,87,17051,2023-06-12,No,3.0,0,1,2,3,4,1,3,3,In Progress,No
EMP09739,28,Female,Operations,Sales Associate,High School,3163.57,48,339,12496,2022-02-23,No,4.3,0,2,0,3,3,2,2,3,Completed,No
EMP09740,45,Female,Operations,Assistant Store Manager,Bachelor's Degree,5350.29,77,588,25000,2015-12-30,No,10.4,0,3,8,1,,3,3,2,Completed,No
EMP09741,31,Female,Operations,Assistant Store Manager,Bachelor's Degree,5104.81,58,457,7704,2017-10-24,No,8.6,1,3,3,4,4,3,2,3,Completed,No
EMP09742,27,Female,Operations,Cashier,Bachelor's Degree,2300.21,46,315,16290,2015-11-17,Yes,10.5,6,8,5,2,3,3,2,3,Completed,No
EMP09743,42,Male,Operations,Cashier,Bachelor's Degree,2329.04,70,577,10323,2021-08-25,No,4.8,0,1,0,4,1,2,4,3,Completed,No
EMP09744,43,Male,Operations,Assistant Store Manager,Associate's Degree,5420.54,31,226,20415,2025-06-21,Yes,0.9,0,0,0,3,4,3,2,3,Completed,No
EMP09745,32,Female,Operations,Sales Associate,Bachelor's Degree,2724.82,45,372,15417,2018-01-28,No,8.3,8,4,2,3,4,1,2,3,Completed,No
EMP09746,38,Female,Operations,Cashier,Associate's Degree,2413.05,19,148,9281,2018-03-08,No,8.2,5,6,2,4,2,3,0,3,Pending,No
EMP09747,21,Male,Specialist,Warehouse Associate,Associate's Degree,3439.85,62,514,15849,2019-11-13,No,6.5,4,4,4,4,1,3,3,3,Completed,No
EMP09748,28,Male,Operations,Cashier,Bachelor's Degree,2302.05,54,404,12252,2023-10-25,No,2.6,0,2,0,4,2,3,5,4,Completed,No
EMP09749,24,Female,Specialist,Warehouse Associate,Bachelor's Degree,2929.1,62,490,15996,2025-04-22,No,1.1,1,1,0,3,3,3,2,4,Completed,No
EMP09750,31,Female,Executive,HR Director,Bachelor's Degree,12223.65,49,381,15139,2019-11-05,No,6.6,3,0,6,3,3,3,6,2,Completed,No
EMP09751,41,Male,Operations,Cashier,Bachelor's Degree,2229.82,25,164,18600,2018-03-27,No,8.2,6,2,5,4,4,3,2,3,Completed,No
EMP09752,26,Male,Operations,Sales Associate,High School,3039.66,52,400,16054,2018-06-12,Yes,8.0,1,7,7,4,3,3,2,2,In Progress,No
EMP09753,40,Male,Operations,Sales Associate,High School,2882.91,43,359,14671,2018-09-21,Yes,7.7,6,7,0,3,2,3,3,3,Completed,No
EMP09754,42,Female,Operations,Cashier,High School,2285.96,34,209,23573,2017-03-17,Yes,9.2,8,3,6,2,1,,3,2,In Progress,Yes
EMP09755,24,Male,Operations,Sales Associate,High School,2406.92,27,185,19696,2025-12-24,No,0.4,0,0,0,4,2,3,0,3,Completed,No
EMP09756,55,Female,Operations,Sales Associate,High School,,35,296,18883,2022-03-07,No,4.2,4,3,0,4,3,4,2,3,Completed,No
EMP09757,31,Female,Operations,Sales Associate,Bachelor's Degree,3190.54,35,248,17022,2020-02-15,No,6.3,2,1,3,2,4,3,2,4,Completed,No
EMP09758,23,Female,Operations,Cashier,Bachelor's Degree,2300.41,21,132,5488,2015-04-14,No,11.1,4,4,6,3,4,3,2,2,In Progress,No
EMP09759,24,Male,Operations,Stocker,Bachelor's Degree,2289.55,58,464,17945,2022-04-15,No,4.1,0,4,4,3,3,3,2,4,Completed,Yes
EMP09760,38,Male,Operations,Cashier,Associate's Degree,2124.87,65,543,16420,2020-06-11,No,6.0,4,6,4,3,4,2,0,3,Completed,No
EMP09761,31,Male,Operations,Sales Associate,High School,3337.68,54,454,18688,2019-02-20,No,7.3,7,4,7,2,2,4,4,3,Completed,No
EMP09762,35,Female,Finance,Accountant,Bachelor's Degree,5178.18,39,305,14942,2016-11-18,Yes,9.5,6,2,7,4,3,4,0,4,Completed,No
EMP09763,18,Female,Operations,Sales Associate,High School,3235.81,30,188,17857,2016-07-08,Yes,9.9,7,4,2,3,3,3,3,4,Completed,No
EMP09764,24,Male,Operations,Cashier,Bachelor's Degree,2205.91,64,500,16616,2016-03-30,No,10.2,5,4,0,2,3,3,4,3,Completed,No
EMP09765,19,Male,Operations,Cashier,High School,2630.68,10,80,17040,2020-12-31,No,5.4,3,0,1,3,4,2,1,3,Completed,No
EMP09766,42,Male,Operations,Sales Associate,High School,2629.53,65,518,21857,2018-12-09,Yes,7.5,4,3,0,4,3,2,5,3,Completed,No
EMP09767,27,Female,Specialist,IT Support Specialist,Master's Degree,4842.55,48,361,16731,2015-06-11,No,11.0,11,0,2,2,3,4,3,3,Completed,No
EMP09768,28,Male,Operations,Sales Associate,Associate's Degree,3053.85,52,484,11896,2021-06-10,No,5.0,3,1,0,4,4,3,2,3,Completed,No
EMP09769,34,Male,Finance,Accountant,Bachelor's Degree,4595.74,65,511,10115,2017-06-28,No,8.9,1,7,8,3,3,3,2,3,Completed,No
EMP09770,45,Male,Operations,Sales Associate,High School,3345.33,71,553,13900,2023-06-23,No,2.9,1,2,2,3,4,4,3,4,Completed,No
EMP09771,42,Female,Specialist,Customer Service Representative,High School,2754.8,29,293,18691,2017-01-28,No,9.3,0,0,9,2,1,3,3,2,Completed,No
EMP09772,42,Male,Operations,Sales Associate,High School,3272.7,20,141,16924,2015-03-22,No,11.2,1,0,6,2,4,2,2,3,Completed,No
EMP09773,26,Female,Operations,Stocker,High School,2287.34,19,139,16082,2023-11-17,No,2.5,0,0,2,2,2,3,4,3,Completed,No
EMP09774,30,Female,Operations,Sales Associate,Master's Degree,3220.43,25,189,18370,2019-04-05,No,7.2,2,5,1,2,3,3,2,3,Completed,No
EMP09775,34,Female,Operations,Sales Associate,Bachelor's Degree,2987.35,29,225,23594,2018-09-26,No,7.7,4,0,3,2,4,4,2,1,Completed,No
EMP09776,24,Female,Finance,Accountant,High School,4952.31,31,248,15107,2019-04-22,No,7.1,6,4,1,1,4,3,3,3,Completed,No
EMP09777,33,Female,Operations,Stocker,High School,2686.8,45,434,14874,2020-02-10,Yes,6.3,3,6,4,4,3,3,2,3,Completed,No
EMP09778,34,Female,Specialist,IT Support Specialist,Bachelor's Degree,5800,12,80,8533,2015-04-21,No,11.1,5,11,5,3,3,4,1,3,Completed,No
EMP09779,41,Female,Operations,Cashier,Bachelor's Degree,2106.15,44,296,20250,2022-03-10,No,4.2,4,2,1,1,1,2,2,3,Completed,Yes
EMP09780,18,Male,Operations,Sales Associate,Bachelor's Degree,2725.02,73,567,11351,2016-10-27,No,9.6,7,7,0,1,4,3,6,3,Completed,Yes
EMP09781,30,Female,Finance,Financial Analyst,Bachelor's Degree,6284.33,47,329,16028,2020-07-28,No,5.8,2,1,5,3,4,2,4,4,Completed,No
EMP09782,34,Female,Executive,Store Manager,High School,8879.55,29,239,14840,2017-09-20,Yes,8.7,1,5,2,3,1,2,3,3,Completed,Yes
EMP09783,51,Female,Operations,Sales Associate,High School,3023.08,27,253,12484,2024-01-11,No,2.4,0,2,0,4,4,2,2,3,Completed,No
EMP09784,40,Male,Operations,Sales Associate,Bachelor's Degree,2947.69,39,340,13585,2025-08-18,No,0.8,0,0,0,3,4,3,2,3,Completed,No
EMP09785,28,Female,Operations,Cashier,Associate's Degree,,55,419,15684,2020-07-31,Yes,5.8,0,0,1,4,4,4,3,3,Completed,No
EMP09786,26,Male,Specialist,Warehouse Associate,Bachelor's Degree,3106.98,29,233,5350,2024-02-10,No,2.3,2,0,1,3,3,2,4,4,Completed,No
EMP09787,40,Male,Specialist,Customer Service Representative,High School,3104.66,15,85,8453,2019-06-22,No,6.9,4,0,1,4,1,2,2,2,Completed,No
EMP09788,38,Female,Operations,Assistant Store Manager,Associate's Degree,5366.06,49,348,5700,2024-09-11,No,1.7,1,1,0,,1,4,5,3,Completed,No
EMP09789,25,Male,Operations,Sales Associate,Associate's Degree,3143.11,29,263,9484,2015-11-19,No,10.5,0,7,6,3,,4,0,2,Completed,No
EMP09790,35,Male,Operations,Stocker,High School,2295.4,56,426,9293,2017-12-02,No,8.5,3,1,8,3,4,2,2,2,In Progress,No
EMP09791,49,Female,Specialist,Warehouse Associate,Bachelor's Degree,3330.31,52,424,17927,2021-10-13,No,4.6,4,1,4,3,4,3,2,3,Completed,No
EMP09792,40,Male,Operations,Cashier,Bachelor's Degree,2290.47,41,327,6395,2021-10-31,Yes,4.6,1,2,3,2,2,1,0,4,Completed,No
EMP09793,26,Male,Operations,Cashier,High School,2623.68,38,328,17333,2025-12-10,No,0.5,0,0,0,4,3,4,0,4,Completed,No
EMP09794,19,Female,Operations,Cashier,High School,2235.15,31,267,10641,2020-11-08,No,5.6,0,3,1,2,2,4,5,2,In Progress,Yes
